1936;1025;841;832;
1106;740;675;639;
1731;954;798;813;
2183;1251;815;815;
1211;909;571;559;
1592;908;755;755;
2612;1662;1102;1083;
1824;1020;628;619;
1749;917;808;562;
1913;1140;813;710;
