42170;24868;18296;18296;
33653;19372;14231;14628;
38227;21365;16643;16755;
29981;17612;14128;14983;
32636;18441;14657;14761;
39698;24020;14834;14824;
44182;23471;17705;17873;
45815;25387;21466;22405;
37442;22285;14345;14371;
36295;19840;14411;14377;
