151498;87077;72095;73657;
129430;74466;59235;60328;
132484;83524;68716;70000;
133085;84881;68898;69237;
128674;72555;55289;55300;
150088;83091;62483;62659;
139386;78946;62208;62213;
165189;95016;80968;84462;
119631;71945;58805;59789;
121761;72434;61436;62763;
