4423;3067;3003;3073;
8632;4847;3312;2980;
6303;3874;3600;3635;
9331;5118;3326;3083;
4338;2571;2177;2257;
6637;3582;3024;3103;
10802;6279;4133;3892;
4039;2145;1663;1729;
3530;2097;1971;2005;
5221;3280;2129;2080;
