156509;89609;72157;74407;
132605;75733;59319;61398;
137352;85680;68761;70384;
136874;87867;69089;70269;
133882;74697;55289;55330;
156592;87080;62519;62845;
141613;79854;62474;62213;
168943;95428;81284;84917;
125161;73550;58987;60240;
124445;72693;61471;63338;
