41190;24329;17990;18896;
31849;18269;14231;14722;
36615;21087;16524;18089;
28904;16982;14169;15042;
32617;18312;14711;16532;
37935;22840;14605;14977;
43424;23184;17703;18341;
44873;25113;21513;23666;
36153;21621;14297;15200;
34513;19631;14367;15502;
