15201127;8594424;6419324;6423068;
13319825;7595603;6147154;6187476;
12928573;7319537;6046737;6141758;
12721734;7309398;6175909;6305594;
13306933;7746508;6424871;6570304;
12246773;7145041;6109311;6349164;
14158937;8426018;6599323;6619426;
13347596;7510863;6108336;6203861;
12464654;7302677;6241310;6337918;
13394571;7618471;6200943;6307229;
