1936;1025;841;832;
1077;615;642;628;
1646;942;798;813;
2170;1251;815;815;
1187;843;541;559;
1548;908;755;755;
2349;1569;1101;1083;
1720;1020;610;565;
1577;876;674;554;
1885;1140;710;675;
